Manufacturer/Name,Gun Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders 
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_02_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_03_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_03_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_03_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_04_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_04_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BARREL 2,0,1,1,Part_Dal_PS_Barrel_04_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,GRIP,1,1,1,Part_Dal_PS_Grip_01,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,GRIP,1,1,1,Part_Dal_PS_Grip_02,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,GRIP,1,1,1,Part_Dal_PS_Grip_03,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,SCOPE,1,1,2,None,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,SCOPE,1,1,1,Part_Dal_PS_Scope_01,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,SCOPE,1,1,1,Part_Dal_PS_Scope_02,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,SCOPE,1,1,1,Part_Dal_PS_Scope_03,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_01,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_02,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_03,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_04_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_05_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MAGAZINE,1,1,1,Part_Dal_PS_Mag_06_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,ELEMENTAL,1,1,5,None,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Poison,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Cryo,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Fire,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Shock,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_DarkMagic,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Burst,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Single,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Burst_Single,,Part_Dal_PS_Barrel_04
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_3x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_5x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,PINCUSHION TYPE,1,1,1,Part_DAL_PS_PincushionType_01,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,PINCUSHION TYPE,1,1,1,Part_DAL_PS_PincushionType_02,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,MATERIAL,1,1,1,Part_Dal_PS_Mat_01_Common,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BODY,1,1,1,Part_Dal_PS_Body,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL,1,1,1,Part_Dal_PS_Barrel_01,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL,1,1,1,Part_Dal_PS_Barrel_02,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL,1,1,1,Part_Dal_PS_Barrel_03,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL,1,1,3,Part_Dal_PS_Barrel_04,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_01_A,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_01_B,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_01_C,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_02_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_02_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_02_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_03_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_03_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_03_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_04_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_04_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BARREL 2,1,1,1,Part_Dal_PS_Barrel_04_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,GRIP,1,1,1,Part_Dal_PS_Grip_01,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,GRIP,1,1,1,Part_Dal_PS_Grip_02,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,GRIP,1,1,1,Part_Dal_PS_Grip_03,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,STOCK,1,1,4,None,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,STOCK,1,1,1,Part_Dal_PS_Stock_01,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,STOCK,1,1,1,Part_Dal_PS_Stock_02,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1.5,None,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1,Part_Dal_PS_Scope_01,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1,Part_Dal_PS_Scope_02,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,SCOPE,1,1,1,Part_Dal_PS_Scope_03,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_01,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_02,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_03,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_04_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_05_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MAGAZINE,1,1,1,Part_Dal_PS_Mag_06_Xbow,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BODY ACCESSORY,1,1,1,None,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_01,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,BODY ACCESSORY,1,1,1,Part_Dal_PS_Acc_02,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,3,None,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Poison,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Cryo,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Fire,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_Shock,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,ELEMENTAL,1,1,0.1,Part_Dal_PS_Ele_DarkMagic,,
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Burst,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Auto_Single,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_Dal_PS_FiringMode_Burst_Single,,Part_Dal_PS_Barrel_04
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_3x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,FIRE SELECTOR,1,1,1,Part_DAL_PS_FiringMode_Xbow_Auto_5x,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,PINCUSHION TYPE,1,1,1,Part_DAL_PS_PincushionType_01,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,PINCUSHION TYPE,1,1,1,Part_DAL_PS_PincushionType_02,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,02/Uncommon,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_02_UnCommon,MATERIAL,1,1,1,Part_Dal_PS_Mat_02_UnCommon,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BODY,1,1,1,Part_Dal_PS_Body,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL,1,1,1,Part_Dal_PS_Barrel_01,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL,1,1,1,Part_Dal_PS_Barrel_02,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL,1,1,1,Part_Dal_PS_Barrel_03,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL,1,1,3,Part_Dal_PS_Barrel_04,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_01_A,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_01_B,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_01_C,,"Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_02_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_02_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_02_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_03, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_03_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_03_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_03_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_04"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_04_A,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_04_B,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,BARREL 2,1,2,1,Part_Dal_PS_Barrel_04_C,,"Part_Dal_PS_Barrel_01, Part_Dal_PS_Barrel_02, Part_Dal_PS_Barrel_03"
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,GRIP,1,1,1,Part_Dal_PS_Grip_01,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,GRIP,1,1,1,Part_Dal_PS_Grip_02,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,GRIP,1,1,1,Part_Dal_PS_Grip_03,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,STOCK,1,1,1,None,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,STOCK,1,1,1,Part_Dal_PS_Stock_01,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,STOCK,1,1,1,Part_Dal_PS_Stock_02,,
Dahl,Pistols,03/Rare,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_03_Rare,SCOPE,1,1,1,None,,
