Name,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders
Barb,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Barb,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
Barb,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Barb,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
Barb,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_Barb,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_03_Rare,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Parts/Part_Amulet_BlazeOfGlory,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Barbarian,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_GunMage,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Necromancer,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Ranger,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Rogue,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Acid,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Blood,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Cryo,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Shock,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
BlazeOfGlory,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/BlazeOfGlory/Balance/Balance_Amulet_Unique_BlazeOfGlory,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_05_LegenDary,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,BODY,2,2,1,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Parts/Part_Amulet_Bradluck_Base,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,BODY,2,2,1,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Parts/Part_Amulet_Bradluck_ElementalDamage,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Barbarian,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_GunMage,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Necromancer,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Ranger,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Rogue,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
Bradluck,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Bradluck/Balance/Balance_Amulet_Unique_Bradluck,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_05_LegenDary,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Parts/Part_Amulet_Frenzied,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Barbarian,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_GunMage,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Necromancer,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Ranger,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_Rogue,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Acid,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Blood,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Cryo,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Shock,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_SkillCooldown,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusChance,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_StatusDamage,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_DarkMagic_MaxLeech,,
Frenzied,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/Frenzied/Balance/Balance_Amulet_Unique_Frenzied,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_05_LegenDary,,
GTFO,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Balance/Balance_Amulet_Unique_GTFO,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Parts/Part_Amulet_GTFO,,
GTFO,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Balance/Balance_Amulet_Unique_GTFO,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_KotC,,
GTFO,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Balance/Balance_Amulet_Unique_GTFO,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
GTFO,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Balance/Balance_Amulet_Unique_GTFO,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
GTFO,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Balance/Balance_Amulet_Unique_GTFO,MINOR STAT,2,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
GTFO,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/GTFO/Balance/Balance_Amulet_Unique_GTFO,RARITY,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/Rarity/Part_Amulet_03_Rare,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,BODY,1,1,1,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Parts/Part_Amulet_Plot05_HDD,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,CLASS STAT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ClassStat/Part_Amulet_ClassStat_GunMage,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,ELEMENT,1,1,1,/Game/Gear/Amulets/_Shared/_Design/Parts/ElementalDmg/Part_Amulet_Ele_Fire,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_AllDamage,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunFireRate,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunHandling,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunMagazineSize,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_GunReload,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
GunMage,Named Amulet,/Game/Gear/Amulets/_Shared/_Unique/HarmoniousDingleDangle/Balance/Balance_Amulet_Unique_Plot05_HDD_GunMage,MINOR STAT,1,2,1,/Game/Gear/Amulets/_Shared/_Design/Parts/MinorStat/Part_Amulet_Minor_Luck,,
